ticker,date,signals_met,total_score,current_price,volume,step1_signal,step1_score,step1_red_volume_ratio,step1_red_day_avg_volume,step1_green_day_avg_volume,step1_20d_avg_volume,step1_red_day_count,step1_green_day_count,step1_price_above_ema,step2_signal,step2_score,step2_rsi,step2_rsi_divergence,step2_rsi_in_accumulation_zone,step2_macd_histogram,step2_macd_histogram_prev,step2_macd_improving_from_negative,step2_macd_histogram_positive,step2_macd_turning_positive,step2_obv_rising,step3_signal,step3_score,step3_rs_slope,step3_rs_slope_recent,step3_rs_just_turned_positive,step3_outperformance,step3_stock_change_20d
CERT,2026-01-16,3,23,9.520000457763672,2029000,True,7,0.665,1398471.0,2481454.0,2102410.0,7,13,True,True,6,63.32,True,True,0.0671,0.0633,False,True,True,True,True,10,6.125e-05,0.00028182,True,2.3,7.45
CNDT,2026-01-16,2,22,2.069999933242798,749300,False,5,0.876,1022700.0,1245746.0,1167680.0,7,13,True,True,8,58.18,True,True,0.0144,0.0129,False,True,True,True,True,9,1.081e-05,5.375e-05,False,1.73,4.02
CCK,2026-01-16,2,21,104.77999877929688,867600,False,5,0.862,985867.0,1273900.0,1144285.0,9,11,True,True,6,55.9,False,True,-0.0969,-0.1021,True,False,True,True,True,10,7.17e-06,0.00077229,True,0.5,0.46
CFG,2026-01-16,3,21,60.61000061035156,5316000,True,6,0.793,3250222.0,4794227.0,4099425.0,9,11,True,True,6,54.24,False,True,-0.2367,-0.2535,True,False,True,True,True,9,9.032e-05,0.00069473,False,0.4,3.41
BGC,2026-01-16,2,20,8.949999809265137,1384300,False,4,0.913,1825480.0,2171920.0,1998700.0,10,10,True,True,8,45.45,True,True,-0.0148,-0.0277,True,False,True,True,True,8,0.00010646,0.00023047,False,3.26,0.45
BHVN,2026-01-16,2,20,11.920000076293945,3326700,False,5,0.869,3202890.0,4167440.0,3685165.0,10,10,True,True,7,56.81,True,True,0.1006,0.0766,False,True,True,True,True,8,0.00023405,0.00070365,True,7.55,9.66
BLV,2026-01-16,2,20,70.2699966430664,824600,False,4,0.98,820825.0,848175.0,837235.0,8,12,True,True,7,55.8,True,True,0.0843,0.0753,False,True,True,True,True,9,0.0002736,0.00032814,False,0.66,1.11
CBSH,2026-01-16,2,20,54.560001373291016,1151900,False,4,0.991,1058262.0,1074308.0,1067890.0,8,12,True,True,7,60.7,True,True,0.0619,0.0246,False,True,True,True,True,9,0.0004312,0.00095896,False,1.58,2.61
CLOV,2026-01-16,2,20,2.619999885559082,6987900,False,4,0.979,4953655.0,5191833.0,5060835.0,11,9,True,True,7,53.72,True,True,0.0258,0.0303,False,True,True,True,True,9,3.502e-05,6.183e-05,False,1.03,0.77
CM,2026-01-16,2,20,92.04000091552734,600400,False,4,0.921,1283610.0,1505160.0,1394385.0,10,10,True,True,8,47.45,True,True,-0.2649,-0.3254,True,False,True,True,True,8,0.00053763,0.00043489,False,1.69,0.49
CMA,2026-01-16,2,20,91.51000213623047,1443300,False,5,0.863,1158464.0,1568622.0,1343035.0,11,9,True,True,6,60.0,False,True,-0.2371,-0.2691,True,False,True,True,True,9,0.00020344,0.0015151,False,0.26,3.86
CNNE,2026-01-16,2,20,16.209999084472656,366100,False,4,0.913,582070.0,692750.0,637410.0,10,10,True,True,8,57.71,True,True,0.072,0.0729,False,True,True,True,True,8,0.00012368,-1.742e-05,False,1.83,1.5
BV,2026-01-16,1,19,13.3100004196167,471000,False,4,0.941,490675.0,541525.0,521185.0,8,12,True,False,5,61.27,False,True,0.023,0.0043,False,True,True,True,True,10,4.615e-05,0.0003311,True,1.48,3.34
BXMT,2026-01-16,1,19,19.5,1609300,False,5,0.878,1311083.0,1767775.0,1493760.0,12,8,True,True,9,52.39,True,True,-0.0404,-0.0679,True,False,True,True,False,5,6.581e-05,0.00049952,False,0.52,-1.65
BYD,2026-01-16,2,19,89.55999755859375,812200,True,7,0.687,541950.0,1036480.0,789215.0,10,10,True,False,3,65.11,True,False,0.0525,-0.0336,False,True,True,False,True,9,0.00058225,0.00124533,False,2.13,5.07
CNM,2026-01-16,2,19,57.86000061035156,2792600,True,6,0.746,1341912.0,2104033.0,1799185.0,8,12,True,False,4,63.48,True,True,0.2105,0.1381,False,True,True,True,True,9,0.00044778,0.00123087,False,2.44,9.03
BKE,2026-01-16,1,18,52.970001220703125,602000,False,4,0.975,544342.0,579338.0,558340.0,12,8,True,False,5,61.12,True,True,0.2034,0.147,False,True,True,False,True,9,0.00029291,0.00073475,False,1.78,0.18
BMEA,2026-01-16,2,18,1.3949999809265137,2489600,False,4,0.901,1067700.0,1263825.0,1185375.0,8,12,True,True,8,55.61,True,True,0.0219,0.0323,False,True,True,True,True,6,1.85e-05,-8.787e-05,False,-1.5,3.33
BMY,2026-01-16,1,18,56.619998931884766,11844600,False,5,0.821,11807156.0,16490718.0,14383115.0,9,11,True,False,4,66.41,True,False,0.0415,0.0553,False,True,True,True,True,9,0.00049897,0.00059468,False,1.62,6.98
BP,2026-01-16,2,18,35.150001525878906,10716300,False,4,0.952,9060371.0,9761092.0,9515840.0,7,13,True,True,6,55.83,True,True,0.1223,0.1249,False,True,True,True,True,8,0.00051325,-9.535e-05,False,2.77,1.97
BSCU,2026-01-16,1,18,16.93000030517578,606900,False,5,0.874,989500.0,1227567.0,1132340.0,8,12,True,False,5,52.0,True,True,-0.0027,-0.0018,False,False,False,True,True,8,3.993e-05,1.976e-05,False,0.32,0.31
CAN,2026-01-16,2,18,0.8199999928474426,43601900,False,4,0.993,17409014.0,17793050.0,17524225.0,14,6,True,True,7,54.53,True,True,0.0196,0.0225,False,True,True,True,True,7,1.748e-05,-2.752e-05,False,4.06,5.13
CDNA,2026-01-16,2,18,20.56999969482422,724900,False,4,0.926,700764.0,824578.0,756480.0,11,9,True,True,6,54.71,False,True,0.0656,0.0056,False,True,True,True,True,8,0.00099129,0.00030663,True,20.35,5.54
CGUS,2026-01-16,1,18,40.9900016784668,1173200,False,4,0.994,1076678.0,1088173.0,1083000.0,9,11,True,False,4,58.73,False,True,0.025,0.0327,False,True,True,False,True,10,-2.81e-06,2.926e-05,True,0.07,4.2
CLM,2026-01-16,1,18,8.329999923706055,2444700,False,5,0.877,1961450.0,2421292.0,2237355.0,8,12,True,False,5,64.46,False,True,0.0012,0.0055,False,True,True,True,True,8,3.352e-05,-2.143e-05,False,0.87,3.57
CMS,2026-01-16,2,18,71.27999877929688,2612100,False,4,0.979,2380414.0,2459708.0,2431955.0,7,13,True,True,6,59.33,True,True,0.2436,0.196,False,True,True,True,True,8,0.00065087,0.00063245,False,2.11,1.45
CNI,2026-01-16,2,18,99.2300033569336,1092400,False,1,0.922,945450.0,1078767.0,1025440.0,8,12,False,True,7,51.72,True,True,-0.2054,-0.2898,True,False,True,True,True,10,6.694e-05,0.00150578,True,0.55,1.91
BIV,2026-01-16,1,17,77.95999908447266,1800000,False,4,0.996,2103457.0,2118077.0,2112960.0,7,13,True,False,5,50.35,True,True,-0.0044,0.0003,False,False,False,True,True,8,0.00016916,9.536e-05,False,0.26,0.2
BKD,2026-01-16,1,17,11.25,4779500,False,4,0.933,3076973.0,3570833.0,3299210.0,11,9,True,False,5,63.43,False,True,0.0028,0.0001,False,True,True,True,True,8,0.00010038,5.396e-05,False,2.44,6.64
BNL,2026-01-16,1,17,18.540000915527344,1907400,False,5,0.888,1734262.0,2099925.0,1953660.0,8,12,True,False,3,86.02,True,False,0.1224,0.1185,False,True,True,True,True,9,0.00024571,0.00025295,False,2.98,7.66
BSCT,2026-01-16,1,17,18.850000381469727,686200,False,4,0.937,1016700.0,1140255.0,1084655.0,9,11,True,False,5,55.0,True,True,-0.0026,-0.0013,False,False,False,True,True,8,4.188e-05,2.282e-05,False,0.32,0.37
BSCV,2026-01-16,1,17,16.709999084472656,503400,False,4,0.969,777333.0,839450.0,802180.0,12,8,True,False,5,52.17,True,True,-0.0021,-0.0014,False,False,False,True,True,8,4.243e-05,2.662e-05,False,0.38,0.44
BTG,2026-01-16,1,17,4.630000114440918,27805200,False,4,0.994,32689520.0,33472620.0,32885295.0,15,5,True,False,4,45.19,False,True,0.0019,0.0004,False,True,True,False,True,9,2.26e-05,3.62e-05,False,1.58,1.31
CADL,2026-01-16,1,17,5.940000057220459,743300,False,5,0.858,586545.0,801933.0,683470.0,11,9,True,False,5,46.82,False,True,0.0209,0.0267,False,True,True,True,True,7,0.00012736,-0.00012747,False,4.29,8.0
CALF,2026-01-16,1,17,45.880001068115234,751300,False,4,0.984,1268778.0,1305855.0,1289170.0,9,11,True,False,4,63.68,False,True,0.0313,0.0343,False,True,True,False,True,9,5.12e-05,0.00024605,False,0.07,2.19
CBRE,2026-01-16,1,17,170.8300018310547,1287400,False,5,0.829,1075036.0,1569322.0,1297465.0,11,9,True,False,3,63.19,False,True,0.2529,-0.053,False,True,True,True,True,9,0.00158065,0.0046828,True,3.51,6.76
CGCP,2026-01-16,1,17,22.729999542236328,1350200,False,4,0.983,1382614.0,1419654.0,1406690.0,7,13,True,False,5,62.96,False,True,0.0049,0.0056,False,True,True,True,True,8,5.014e-05,4.702e-05,False,0.31,0.61
CGDG,2026-01-16,1,17,36.7599983215332,854300,False,5,0.886,675850.0,820200.0,762460.0,8,12,True,False,3,69.79,False,False,0.0522,0.0486,False,True,True,True,True,9,0.00014674,0.00025314,False,1.09,4.61
CGXU,2026-01-16,1,17,30.969999313354492,698100,False,5,0.861,648433.0,798314.0,753350.0,6,14,True,False,2,72.2,False,False,0.0767,0.1019,False,True,True,False,True,10,4.022e-05,2.771e-05,True,0.49,9.4
CLMT,2026-01-16,1,17,20.559999465942383,2255000,False,5,0.828,734420.0,1039250.0,886835.0,10,10,True,False,4,67.78,True,False,0.0409,0.005,False,True,True,True,True,8,0.00025185,0.00051562,False,3.74,6.03
CLOA,2026-01-16,1,17,51.91999816894531,2872000,False,5,0.831,438017.0,565350.0,527150.0,6,14,True,False,3,91.5,True,False,0.0041,0.0003,False,True,True,True,True,9,0.00012381,0.00014396,False,0.48,0.66
CMC,2026-01-16,2,17,75.80000305175781,1167500,False,4,0.981,1254189.0,1299209.0,1278950.0,9,11,True,True,6,64.8,False,True,0.0553,-0.0503,False,True,True,True,True,7,0.00127715,0.00123062,False,4.87,8.29
BERZ,2026-01-16,1,16,2.6600000858306885,1419800,False,3,0.799,968700.0,1374492.0,1212175.0,8,12,False,True,8,49.09,True,True,-0.0046,-0.0084,True,False,True,False,False,5,2.918e-05,8.351e-05,False,1.79,-18.9
BRSP,2026-01-16,2,16,5.960000038146973,533600,False,0,1.075,782900.0,673820.0,728360.0,10,10,True,True,7,61.86,True,True,0.0059,-0.0011,False,True,True,True,True,9,3.922e-05,0.00016805,False,1.8,3.73
CGCT,2026-01-16,2,16,10.329999923706055,727100,False,0,1.171,679714.0,348367.0,580310.0,14,6,True,True,7,50.0,True,True,-0.0033,-0.005,True,False,True,True,True,9,2.969e-05,3.303e-05,False,0.65,2.18
CGNG,2026-01-16,1,16,33.400001525878906,499700,False,4,1.0,518362.0,518542.0,518470.0,8,12,True,False,2,72.76,False,False,0.0755,0.0899,False,True,True,False,True,10,7.316e-05,0.00010365,True,0.87,8.26
CIM,2026-01-16,1,16,13.180000305175781,719800,False,4,0.989,849989.0,867509.0,859625.0,9,11,True,False,3,70.33,True,False,0.0564,0.0536,False,True,True,True,True,9,5.194e-05,0.00012189,False,1.26,5.95
CLF,2026-01-16,1,16,14.300000190734863,20987800,False,5,0.88,12084818.0,15755589.0,13736665.0,11,9,True,True,8,55.6,True,True,0.0536,-0.0131,False,True,True,True,False,3,0.00061966,0.00070024,False,12.33,10.6
CMCSA,2026-01-16,2,16,28.350000381469727,31081100,False,0,1.099,38620368.0,33285588.0,35152761.0,7,13,True,True,6,58.53,True,True,0.0319,0.0429,False,True,True,False,True,10,9.536e-05,0.0001893,True,1.36,0.94
CMF,2026-01-16,1,16,57.869998931884766,514400,False,4,0.935,470340.0,514187.0,503225.0,5,15,True,False,3,88.52,False,False,0.0297,0.0309,False,True,True,True,True,9,0.00013505,0.00014984,False,0.42,1.08
CMG,2026-01-16,1,16,40.36000061035156,13383900,False,5,0.869,14948440.0,17945080.0,17195920.0,5,15,True,False,2,68.69,False,False,0.1528,0.1746,False,True,True,False,True,9,0.00017934,0.00074896,False,0.89,9.08
BEKE,2026-01-16,2,15,17.549999237060547,5315600,False,0,1.028,4929450.0,4599450.0,4797450.0,12,8,True,True,6,64.11,True,True,0.1416,0.1398,False,True,True,True,True,9,0.00012874,0.00039551,True,3.26,7.21
BINC,2026-01-16,1,15,53.0099983215332,5372000,False,4,0.995,2095489.0,2113318.0,2105295.0,9,11,True,False,3,79.54,False,False,0.0103,0.012,False,True,True,True,True,8,0.0001251,0.00011327,False,0.4,0.79
BNS,2026-01-16,2,15,73.55000305175781,2137400,False,0,1.126,2574600.0,2161807.0,2285645.0,6,14,True,True,6,46.28,False,True,-0.2514,-0.3244,True,False,True,True,True,9,0.00058418,0.00075138,False,2.01,2.9
BTAI,2026-01-16,0,15,1.909999966621399,444400,False,5,0.865,513820.0,673840.0,593830.0,10,10,True,False,5,59.8,False,True,0.036,0.0465,False,True,True,True,False,5,-2.969e-05,-9.786e-05,False,-4.71,6.11
BTSG,2026-01-16,1,15,39.599998474121094,1257500,False,5,0.834,1516570.0,2121490.0,1819030.0,10,10,True,True,6,59.3,True,True,-0.0911,-0.138,True,False,True,False,False,4,0.00058455,0.00076937,True,5.78,11.3
BUR,2026-01-16,1,15,9.829999923706055,1427100,False,4,0.901,1392212.0,1647975.0,1545670.0,8,12,True,False,3,70.24,True,False,0.0961,0.0901,False,True,True,True,True,8,0.00015124,0.00021745,False,4.4,6.96
C,2026-01-16,1,15,117.45999908447266,18715000,False,2,0.832,13104770.0,18410570.0,15757670.0,10,10,False,False,5,42.9,False,True,-1.0874,-1.1688,True,False,True,False,True,8,-0.00167135,0.00102311,True,-2.92,5.38
CAH,2026-01-16,1,15,213.4600067138672,1785400,False,5,0.862,1466588.0,1857300.0,1701015.0,8,12,True,False,4,61.71,False,True,0.4412,0.1273,False,True,True,True,True,6,0.00552305,0.00408768,False,6.4,7.84
CAL,2026-01-16,1,15,13.779999732971191,427900,False,4,0.949,709760.0,786700.0,748230.0,10,10,True,False,5,58.54,True,True,0.0637,0.0752,False,True,True,False,True,6,5.61e-06,-0.0001366,False,-0.46,2.09
CAPT,2026-01-16,1,15,0.35600000619888306,491400,False,5,0.506,676391.0,2142822.0,1336285.0,11,9,False,True,6,50.58,True,True,0.0113,0.0109,False,True,True,False,False,4,-1.523e-05,2.003e-05,True,-9.15,-27.49
CGCB,2026-01-16,2,15,26.59000015258789,1225900,False,0,1.115,1176388.0,974850.0,1055465.0,8,12,True,True,7,56.82,True,True,0.0056,0.0067,False,True,True,True,True,8,6.416e-05,4.956e-05,False,0.34,0.45
CGTL,2026-01-16,1,15,3.809999942779541,15859900,True,10,0.231,605140.0,4626730.0,2615935.0,10,10,True,False,1,89.52,True,False,0.2092,0.1394,False,True,True,True,False,4,0.00033968,0.00105829,True,46.24,204.8
CHRW,2026-01-16,1,15,175.3300018310547,1638900,False,5,0.831,1352062.0,1811675.0,1627830.0,8,12,True,False,1,71.38,False,False,0.5369,0.4182,False,True,True,True,True,9,0.00158681,0.00165583,False,2.93,9.51
CLOZ,2026-01-16,1,15,26.649999618530273,268000,False,4,0.973,526973.0,559533.0,541625.0,11,9,True,False,3,89.76,False,False,0.0093,0.0112,False,True,True,True,True,8,6.567e-05,3.524e-05,False,0.41,1.11
CNP,2026-01-16,2,15,39.310001373291016,3914300,False,0,1.187,5215371.0,3950315.0,4393085.0,7,13,True,True,8,63.44,True,True,0.1408,0.0938,False,True,True,True,True,7,0.00064794,0.00057432,False,4.01,2.61
CNXC,2026-01-16,1,15,42.18000030517578,1265000,True,6,0.764,854112.0,1294792.0,1118520.0,8,12,True,False,5,51.69,False,True,-0.2158,-0.2615,True,False,True,False,False,4,-0.00033295,0.00222929,False,-4.0,5.48
BHC,2026-01-16,1,14,7.260000228881836,1810600,True,6,0.714,1478940.0,2666200.0,2072570.0,10,10,True,False,3,51.96,False,True,-0.0192,0.0032,False,False,False,True,False,5,-3.6e-05,-0.0001614,False,-1.76,6.45
BLNK,2026-01-16,1,14,0.8700000047683716,2898300,False,4,0.982,4977177.0,5233329.0,5066830.0,13,7,True,True,8,61.31,True,True,0.0463,0.0492,False,True,True,True,False,2,3.544e-05,-1.591e-05,False,16.26,11.11
BMO,2026-01-16,1,14,134.86000061035156,382200,False,0,1.018,546867.0,529036.0,537060.0,9,11,True,False,5,63.59,False,True,0.0449,-0.0364,False,True,True,True,True,9,0.00079663,0.00211027,False,1.98,5.02
BN,2026-01-16,1,14,47.33000183105469,2716800,False,4,0.958,3604700.0,3848362.0,3763080.0,7,13,True,False,2,54.66,False,True,-0.0043,0.0242,False,False,False,False,True,8,-9.951e-05,0.00010422,True,-0.43,6.31
BNAI,2026-01-16,1,14,5.710000038146973,2634800,True,10,0.089,1482511.0,29074455.0,16658080.0,9,11,True,False,1,74.57,False,False,0.3477,0.3002,False,True,True,True,False,3,0.00098355,0.00152257,False,59.76,273.2
BND,2026-01-16,2,14,74.31999969482422,9959500,False,0,1.012,9224712.0,9049142.0,9119370.0,8,12,True,True,6,55.12,True,True,0.0159,0.0184,False,True,True,True,True,8,0.00016991,0.00014722,False,0.3,0.44
BOTZ,2026-01-16,1,14,38.34000015258789,1109500,False,5,0.805,616744.0,888018.0,765945.0,9,11,True,False,3,69.09,False,False,0.0998,0.1087,False,True,True,True,True,6,3.562e-05,0.00041422,True,0.55,10.02
BRX,2026-01-16,1,14,26.06999969482422,2149100,False,0,1.45,3832914.0,2003185.0,2643590.0,7,13,True,False,5,50.52,False,True,0.0152,0.0022,False,True,True,True,True,9,0.00018403,0.00029377,False,1.78,1.67
BSCQ,2026-01-16,1,14,19.594999313354492,795200,False,5,0.86,1245262.0,1583883.0,1448435.0,8,12,True,False,1,89.79,False,False,-0.0011,-0.001,False,False,False,True,True,8,4.173e-05,3.482e-05,False,0.34,0.27
BTE,2026-01-16,1,14,3.380000114440918,15766900,False,0,1.023,16635850.0,16019283.0,16265910.0,8,12,True,False,5,63.1,False,True,0.0111,0.0109,False,True,True,True,True,9,2.324e-05,3.421e-05,False,2.38,7.3
BTM,2026-01-16,2,14,1.350000023841858,655600,False,0,1.011,771333.0,756400.0,763120.0,9,11,False,True,7,54.24,True,True,0.0334,0.0367,False,True,True,True,True,7,1.392e-05,-1.226e-05,False,3.32,6.3
BX,2026-01-16,1,14,160.80999755859375,2435700,False,0,1.078,3675970.0,3141520.0,3408745.0,10,10,True,False,5,58.46,False,True,0.0133,-0.1887,False,True,True,False,True,9,0.00150686,0.00426325,False,2.29,4.97
BYND,2026-01-16,1,14,1.0399999618530273,85880900,False,2,0.839,52317183.0,77385725.0,62344600.0,12,8,False,True,8,54.5,True,True,0.0215,0.0172,False,True,True,True,False,4,1.746e-05,6.868e-05,True,6.93,-0.95
CAE,2026-01-16,1,14,33.150001525878906,471600,False,5,0.848,451562.0,585950.0,532195.0,8,12,True,False,3,65.68,False,False,0.0541,0.0731,False,True,True,True,True,6,5.245e-05,0.00027622,True,0.63,15.75
CBOE,2026-01-16,2,14,270.8299865722656,732000,True,6,0.785,563750.0,821567.0,718440.0,8,12,True,False,1,71.25,False,False,1.9055,1.7251,False,True,True,True,True,7,0.00401838,0.00335745,False,4.05,7.36
CCCC,2026-01-16,2,14,2.2200000286102295,738500,False,0,1.134,1970333.0,1389025.0,1737810.0,12,8,True,True,7,57.29,True,True,0.0412,0.0451,False,True,True,True,True,7,5.584e-05,-6.133e-05,False,4.0,8.29
CF,2026-01-16,2,14,86.5999984741211,2560100,True,6,0.79,1924400.0,2945780.0,2435090.0,10,10,True,False,1,72.72,False,False,0.9221,0.7656,False,True,True,True,True,7,0.00191647,0.00282616,False,5.11,9.61
CINF,2026-01-16,1,14,163.3699951171875,435200,False,0,1.053,587711.0,534245.0,558305.0,9,11,False,True,9,42.61,True,True,-0.2013,-0.2655,True,False,True,True,False,5,0.00040485,0.00196109,False,0.5,-1.73
BEP,2026-01-16,2,13,28.0,443500,False,0,1.102,552740.0,450310.0,501525.0,10,10,True,True,6,55.64,True,True,0.1353,0.1358,False,True,True,True,True,7,0.00044981,-0.00035899,False,4.24,4.87
BEPC,2026-01-16,1,13,38.790000915527344,794100,False,0,1.049,932988.0,860575.0,889540.0,8,12,False,False,5,47.61,False,True,0.0648,0.0666,False,True,True,True,True,8,0.00029595,-0.00028415,False,2.32,4.19
BIZD,2026-01-16,1,13,14.600000381469727,1709000,False,0,1.094,2636270.0,2184470.0,2410370.0,10,10,True,False,4,65.66,True,False,0.0286,0.0145,False,True,True,True,True,9,0.00012209,0.00028992,False,2.08,2.78
BKLN,2026-01-16,1,13,21.040000915527344,8921000,False,5,0.881,8511983.0,10149750.0,9658420.0,6,14,True,False,0,76.92,False,False,-0.0049,-0.0029,False,False,False,False,True,8,2.843e-05,1.91e-05,False,0.17,0.78
BKU,2026-01-16,1,13,46.689998626708984,887300,False,0,1.014,753967.0,735236.0,743665.0,9,11,True,False,5,65.21,True,False,-0.0324,-0.1546,True,False,True,True,True,8,0.00056327,0.00170315,False,3.13,3.07
BLK,2026-01-16,1,13,1156.6500244140625,1400900,False,5,0.835,520236.0,748967.0,623165.0,11,9,True,False,1,66.88,False,False,3.7291,-0.3773,False,True,True,True,True,7,0.02296326,0.05020863,False,6.86,8.61
BMNR,2026-01-16,1,13,30.8700008392334,46559400,False,1,0.954,40933883.0,45889038.0,42915945.0,12,8,False,False,4,54.13,True,True,0.442,0.5199,False,True,True,True,True,8,0.00050968,-0.00020307,False,2.96,5.29
BRR,2026-01-16,1,13,3.490000009536743,357200,False,0,1.286,1042033.0,620491.0,810185.0,9,11,False,False,5,59.2,True,True,0.2278,0.2423,False,True,True,True,True,8,1.92e-05,1.277e-05,False,1.42,8.72
BSV,2026-01-16,1,13,78.79000091552734,3312100,False,0,1.046,3379400.0,3153031.0,3232260.0,7,13,True,False,5,55.32,True,True,-0.014,-0.0101,False,False,False,True,True,8,0.00014896,8.948e-05,False,0.26,0.16
BTAL,2026-01-16,1,13,13.920000076293945,474300,False,0,1.076,671370.0,575990.0,623680.0,10,10,False,True,8,43.62,True,True,0.0087,0.0041,False,True,True,True,False,5,5.485e-05,0.00010145,False,0.7,-4.93
BTBT,2026-01-16,1,13,2.309999942779541,26053200,False,4,0.968,30723058.0,33245600.0,31732075.0,12,8,True,True,7,60.47,True,True,0.0525,0.0568,False,True,True,True,False,2,5.309e-05,-2.515e-05,False,5.74,17.26
BUD,2026-01-16,1,13,68.72000122070312,2157400,False,5,0.854,1466012.0,1883592.0,1716560.0,8,12,True,False,1,77.38,False,False,0.4724,0.4283,False,True,True,True,True,7,0.00123441,0.00070765,False,4.57,5.27
BXSL,2026-01-16,1,13,26.3700008392334,1411900,False,0,1.192,2525827.0,1623678.0,2119860.0,11,9,False,True,8,50.64,True,True,-0.0362,-0.0644,True,False,True,True,False,5,9.093e-05,0.00045281,False,0.61,-2.17
CADE,2026-01-16,1,13,44.400001525878906,3318600,False,0,1.044,2383644.0,2199718.0,2282485.0,9,11,True,False,5,53.25,False,True,-0.1983,-0.2197,True,False,True,False,True,8,-0.0002264,0.00092115,True,-1.44,2.09
CCEP,2026-01-16,1,13,89.23999786376953,1365100,False,2,0.895,1402873.0,1767767.0,1567075.0,11,9,False,True,7,41.37,True,True,-0.0261,-0.1144,True,False,True,False,False,4,0.00043757,-2.361e-05,False,0.83,-3.18
CCO,2026-01-16,1,13,2.0899999141693115,1527900,False,0,1.063,2427457.0,2205992.0,2283505.0,7,13,False,False,3,35.19,False,False,-0.021,-0.0258,True,False,True,False,True,10,5.04e-06,2.495e-05,True,1.72,3.98
CCOI,2026-01-16,1,13,23.209999084472656,649400,False,0,1.215,1453030.0,938860.0,1195945.0,10,10,True,False,4,55.61,True,True,0.3463,0.3585,False,True,True,True,True,9,0.00014194,0.00036129,False,1.44,2.34
CELC,2026-01-16,1,13,105.27999877929688,766900,False,5,0.873,660362.0,820817.0,756635.0,8,12,True,False,2,53.15,False,True,-0.0083,0.2612,False,False,False,False,True,6,0.00098632,0.00093885,False,-1.81,6.29
